Wyckoff pos.|2a(m)|2a(m)|2a(m)|2a(m)
Band-Rep.|A′↑G(2)|A′′↑G(2)|¹Eˢ↑G(2)|²Eˢ↑G(2)
Decomposable|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₃(1)|Γ₂(1)⊕Γ₄(1)|Γ₅ˢ(2)|Γ₅ˢ(2)
R:(1/2,1/2,1/2)|R₁(2)|R₁(2)|R₄ˢ(1)⊕R₅ˢ(1)|R₂ˢ(1)⊕R₃ˢ(1)
S:(1/2,1/2,0)|S₁(2)|S₁(2)|S₄ˢ(1)⊕S₅ˢ(1)|S₂ˢ(1)⊕S₃ˢ(1)
T:(0,1/2,1/2)|T₁(1)⊕T₃(1)|T₂(1)⊕T₄(1)|T₅ˢ(2)|T₅ˢ(2)
U:(1/2,0,1/2)|U₁(2)|U₁(2)|U₄ˢ(1)⊕U₅ˢ(1)|U₂ˢ(1)⊕U₃ˢ(1)
X:(1/2,0,0)|X₁(2)|X₁(2)|X₄ˢ(1)⊕X₅ˢ(1)|X₂ˢ(1)⊕X₃ˢ(1)
Y:(0,1/2,0)|Y₁(1)⊕Y₃(1)|Y₂(1)⊕Y₄(1)|Y₅ˢ(2)|Y₅ˢ(2)
Z:(0,0,1/2)|Z₁(1)⊕Z₃(1)|Z₂(1)⊕Z₄(1)|Z₅ˢ(2)|Z₅ˢ(2)
G:(1/2,0,w)|G₁(2)|G₁(2)|G₄ˢ(1)⊕G₅ˢ(1)|G₂ˢ(1)⊕G₃ˢ(1)
H:(0,1/2,w)|H₁(1)⊕H₃(1)|H₂(1)⊕H₄(1)|H₅ˢ(2)|H₅ˢ(2)
Λ:(0,0,w)|Λ₁(1)⊕Λ₃(1)|Λ₂(1)⊕Λ₄(1)|Λ₅ˢ(2)|Λ₅ˢ(2)
Q:(1/2,1/2,w)|Q₁(2)|Q₁(2)|Q₄ˢ(1)⊕Q₅ˢ(1)|Q₂ˢ(1)⊕Q₃ˢ(1)
A:(u,0,1/2)|A₁(1)⊕A₂(1)|A₁(1)⊕A₂(1)|A₃ˢ(1)⊕A₄ˢ(1)|A₃ˢ(1)⊕A₄ˢ(1)
B:(0,v,1/2)|2B₁(1)|2B₂(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)
C:(u,1/2,0)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)
D:(1/2,v,0)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|2D₄ˢ(1)|2D₃ˢ(1)
Δ:(0,v,0)|2Δ₁(1)|2Δ₂(1)|Δ₃ˢ(1)⊕Δ₄ˢ(1)|Δ₃ˢ(1)⊕Δ₄ˢ(1)
E:(u,1/2,1/2)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)
K:(0,v,w)|2K₁(1)|2K₂(1)|K₃ˢ(1)⊕K₄ˢ(1)|K₃ˢ(1)⊕K₄ˢ(1)
L:(1/2,v,w)|L₁(1)⊕L₂(1)|L₁(1)⊕L₂(1)|2L₄ˢ(1)|2L₃ˢ(1)
M:(u,0,w)|M₁(1)⊕M₂(1)|M₁(1)⊕M₂(1)|M₃ˢ(1)⊕M₄ˢ(1)|M₃ˢ(1)⊕M₄ˢ(1)
N:(u,1/2,w)|N₁(1)⊕N₂(1)|N₁(1)⊕N₂(1)|N₃ˢ(1)⊕N₄ˢ(1)|N₃ˢ(1)⊕N₄ˢ(1)
P:(1/2,v,1/2)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|2P₄ˢ(1)|2P₃ˢ(1)
Σ:(u,0,0)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)
Ω:(u,v,w)|2Ω₁(1)|2Ω₁(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)
V:(u,v,0)|2V₁(1)|2V₁(1)|2V₂ˢ(1)|2V₂ˢ(1)
W:(u,v,1/2)|2W₁(1)|2W₁(1)|2W₂ˢ(1)|2W₂ˢ(1)
