Wyckoff pos.|4a(222)|4a(222)|4a(222)|4a(222)|4b(222)|4b(222)|4b(222)|4b(222)|4c(2/m)|4c(2/m)|4c(2/m)|4c(2/m)|4d(2/m)|4d(2/m)|4d(2/m)|4d(2/m)|4e(2/m)|4e(2/m)|4e(2/m)|4e(2/m)|4f(2/m)|4f(2/m)|4f(2/m)|4f(2/m)|4g(mm2)|4g(mm2)|4g(mm2)|4g(mm2)|4c(2/m)|4c(2/m)|4c(2/m)|4c(2/m)|4d(2/m)|4d(2/m)|4d(2/m)|4d(2/m)|4e(2/m)|4e(2/m)|4e(2/m)|4e(2/m)|4f(2/m)|4f(2/m)|4f(2/m)|4f(2/m)
Band-Rep.|A↑G(2)|B₁↑G(2)|B₂↑G(2)|B₃↑G(2)|A↑G(2)|B₁↑G(2)|B₂↑G(2)|B₃↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|A₁↑G(2)|A₂↑G(2)|B₁↑G(2)|B₂↑G(2)|¹Egˢ↑G(2)|¹Eᵤˢ↑G(2)|²Egˢ↑G(2)|²Eᵤˢ↑G(2)|¹Egˢ↑G(2)|¹Eᵤˢ↑G(2)|²Egˢ↑G(2)|²Eᵤˢ↑G(2)|¹Egˢ↑G(2)|¹Eᵤˢ↑G(2)|²Egˢ↑G(2)|²Eᵤˢ↑G(2)|¹Egˢ↑G(2)|¹Eᵤˢ↑G(2)|²Egˢ↑G(2)|²Eᵤˢ↑G(2)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁⁺(1)⊕Γ₁⁻(1)|Γ₂⁺(1)⊕Γ₂⁻(1)|Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₃⁺(1)⊕Γ₃⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)|Γ₂⁺(1)⊕Γ₂⁻(1)|Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₃⁺(1)⊕Γ₃⁻(1)|Γ₁⁺(1)⊕Γ₃⁺(1)|Γ₁⁻(1)⊕Γ₃⁻(1)|Γ₂⁺(1)⊕Γ₄⁺(1)|Γ₂⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₃⁺(1)|Γ₁⁻(1)⊕Γ₃⁻(1)|Γ₂⁺(1)⊕Γ₄⁺(1)|Γ₂⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₄⁻(1)|Γ₂⁺(1)⊕Γ₃⁺(1)|Γ₂⁻(1)⊕Γ₃⁻(1)|Γ₁⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₄⁻(1)|Γ₂⁺(1)⊕Γ₃⁺(1)|Γ₂⁻(1)⊕Γ₃⁻(1)|Γ₁⁺(1)⊕Γ₂⁻(1)|Γ₁⁻(1)⊕Γ₂⁺(1)|Γ₃⁻(1)⊕Γ₄⁺(1)|Γ₃⁺(1)⊕Γ₄⁻(1)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)
T:(1,0,1/2)|T₁⁺(1)⊕T₁⁻(1)|T₂⁺(1)⊕T₂⁻(1)|T₄⁺(1)⊕T₄⁻(1)|T₃⁺(1)⊕T₃⁻(1)|T₂⁺(1)⊕T₂⁻(1)|T₁⁺(1)⊕T₁⁻(1)|T₃⁺(1)⊕T₃⁻(1)|T₄⁺(1)⊕T₄⁻(1)|T₁⁺(1)⊕T₃⁺(1)|T₁⁻(1)⊕T₃⁻(1)|T₂⁺(1)⊕T₄⁺(1)|T₂⁻(1)⊕T₄⁻(1)|T₂⁻(1)⊕T₄⁻(1)|T₂⁺(1)⊕T₄⁺(1)|T₁⁻(1)⊕T₃⁻(1)|T₁⁺(1)⊕T₃⁺(1)|T₁⁻(1)⊕T₄⁻(1)|T₁⁺(1)⊕T₄⁺(1)|T₂⁻(1)⊕T₃⁻(1)|T₂⁺(1)⊕T₃⁺(1)|T₂⁺(1)⊕T₃⁺(1)|T₂⁻(1)⊕T₃⁻(1)|T₁⁺(1)⊕T₄⁺(1)|T₁⁻(1)⊕T₄⁻(1)|T₃⁺(1)⊕T₄⁻(1)|T₃⁻(1)⊕T₄⁺(1)|T₁⁻(1)⊕T₂⁺(1)|T₁⁺(1)⊕T₂⁻(1)|T₅ˢ(2)|T₆ˢ(2)|T₅ˢ(2)|T₆ˢ(2)|T₆ˢ(2)|T₅ˢ(2)|T₆ˢ(2)|T₅ˢ(2)|T₆ˢ(2)|T₅ˢ(2)|T₆ˢ(2)|T₅ˢ(2)|T₅ˢ(2)|T₆ˢ(2)|T₅ˢ(2)|T₆ˢ(2)
Y:(1,0,0)|Y₁⁺(1)⊕Y₁⁻(1)|Y₂⁺(1)⊕Y₂⁻(1)|Y₄⁺(1)⊕Y₄⁻(1)|Y₃⁺(1)⊕Y₃⁻(1)|Y₁⁺(1)⊕Y₁⁻(1)|Y₂⁺(1)⊕Y₂⁻(1)|Y₄⁺(1)⊕Y₄⁻(1)|Y₃⁺(1)⊕Y₃⁻(1)|Y₁⁺(1)⊕Y₃⁺(1)|Y₁⁻(1)⊕Y₃⁻(1)|Y₂⁺(1)⊕Y₄⁺(1)|Y₂⁻(1)⊕Y₄⁻(1)|Y₁⁺(1)⊕Y₃⁺(1)|Y₁⁻(1)⊕Y₃⁻(1)|Y₂⁺(1)⊕Y₄⁺(1)|Y₂⁻(1)⊕Y₄⁻(1)|Y₁⁻(1)⊕Y₄⁻(1)|Y₁⁺(1)⊕Y₄⁺(1)|Y₂⁻(1)⊕Y₃⁻(1)|Y₂⁺(1)⊕Y₃⁺(1)|Y₁⁻(1)⊕Y₄⁻(1)|Y₁⁺(1)⊕Y₄⁺(1)|Y₂⁻(1)⊕Y₃⁻(1)|Y₂⁺(1)⊕Y₃⁺(1)|Y₃⁺(1)⊕Y₄⁻(1)|Y₃⁻(1)⊕Y₄⁺(1)|Y₁⁻(1)⊕Y₂⁺(1)|Y₁⁺(1)⊕Y₂⁻(1)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)
Z:(0,0,1/2)|Z₁⁺(1)⊕Z₁⁻(1)|Z₂⁺(1)⊕Z₂⁻(1)|Z₄⁺(1)⊕Z₄⁻(1)|Z₃⁺(1)⊕Z₃⁻(1)|Z₂⁺(1)⊕Z₂⁻(1)|Z₁⁺(1)⊕Z₁⁻(1)|Z₃⁺(1)⊕Z₃⁻(1)|Z₄⁺(1)⊕Z₄⁻(1)|Z₁⁺(1)⊕Z₃⁺(1)|Z₁⁻(1)⊕Z₃⁻(1)|Z₂⁺(1)⊕Z₄⁺(1)|Z₂⁻(1)⊕Z₄⁻(1)|Z₂⁻(1)⊕Z₄⁻(1)|Z₂⁺(1)⊕Z₄⁺(1)|Z₁⁻(1)⊕Z₃⁻(1)|Z₁⁺(1)⊕Z₃⁺(1)|Z₁⁺(1)⊕Z₄⁺(1)|Z₁⁻(1)⊕Z₄⁻(1)|Z₂⁺(1)⊕Z₃⁺(1)|Z₂⁻(1)⊕Z₃⁻(1)|Z₂⁻(1)⊕Z₃⁻(1)|Z₂⁺(1)⊕Z₃⁺(1)|Z₁⁻(1)⊕Z₄⁻(1)|Z₁⁺(1)⊕Z₄⁺(1)|Z₁⁺(1)⊕Z₂⁻(1)|Z₁⁻(1)⊕Z₂⁺(1)|Z₃⁻(1)⊕Z₄⁺(1)|Z₃⁺(1)⊕Z₄⁻(1)|Z₅ˢ(2)|Z₆ˢ(2)|Z₅ˢ(2)|Z₆ˢ(2)|Z₆ˢ(2)|Z₅ˢ(2)|Z₆ˢ(2)|Z₅ˢ(2)|Z₅ˢ(2)|Z₆ˢ(2)|Z₅ˢ(2)|Z₆ˢ(2)|Z₆ˢ(2)|Z₅ˢ(2)|Z₆ˢ(2)|Z₅ˢ(2)
R:(1/2,1/2,1/2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)|R₂ˢ(2)
S:(1/2,1/2,0)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)|S₂ˢ(2)
A:(u,0,1/2)|A₁(1)⊕A₂(1)|A₃(1)⊕A₄(1)|A₃(1)⊕A₄(1)|A₁(1)⊕A₂(1)|A₃(1)⊕A₄(1)|A₁(1)⊕A₂(1)|A₁(1)⊕A₂(1)|A₃(1)⊕A₄(1)|A₁(1)⊕A₂(1)|A₁(1)⊕A₂(1)|A₃(1)⊕A₄(1)|A₃(1)⊕A₄(1)|A₃(1)⊕A₄(1)|A₃(1)⊕A₄(1)|A₁(1)⊕A₂(1)|A₁(1)⊕A₂(1)|A₁(1)⊕A₃(1)|A₂(1)⊕A₄(1)|A₂(1)⊕A₄(1)|A₁(1)⊕A₃(1)|A₁(1)⊕A₃(1)|A₂(1)⊕A₄(1)|A₂(1)⊕A₄(1)|A₁(1)⊕A₃(1)|A₁(1)⊕A₃(1)|A₂(1)⊕A₄(1)|A₁(1)⊕A₃(1)|A₂(1)⊕A₄(1)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)|A₅ˢ(2)
