Wyckoff pos.|2a(4)|2a(4)|2a(4)|2a(4)|4b(2)|4b(2)|2a(4)|2a(4)|2a(4)|2a(4)|4b(2)|4b(2)
Band-Rep.|A↑G(1)|B↑G(1)|¹E↑G(1)|²E↑G(1)|A↑G(2)|B↑G(2)|¹E₁ˢ↑G(1)|¹E₂ˢ↑G(1)|²E₁ˢ↑G(1)|²E₂ˢ↑G(1)|¹Eˢ↑G(2)|²Eˢ↑G(2)
Decomposable|false|false|false|false|true|true|false|false|false|false|true|true
Γ:(0,0,0)|Γ₁(1)|Γ₂(1)|Γ₄(1)|Γ₃(1)|Γ₁(1)⊕Γ₂(1)|Γ₃(1)⊕Γ₄(1)|Γ₈ˢ(1)|Γ₇ˢ(1)|Γ₆ˢ(1)|Γ₅ˢ(1)|Γ₇ˢ(1)⊕Γ₈ˢ(1)|Γ₅ˢ(1)⊕Γ₆ˢ(1)
M:(1,1,1)|M₁(1)|M₂(1)|M₄(1)|M₃(1)|M₁(1)⊕M₂(1)|M₃(1)⊕M₄(1)|M₈ˢ(1)|M₇ˢ(1)|M₆ˢ(1)|M₅ˢ(1)|M₇ˢ(1)⊕M₈ˢ(1)|M₅ˢ(1)⊕M₆ˢ(1)
P:(1/2,1/2,1/2)|P₁(1)|P₁(1)|P₂(1)|P₂(1)|2P₂(1)|2P₁(1)|P₄ˢ(1)|P₄ˢ(1)|P₃ˢ(1)|P₃ˢ(1)|2P₃ˢ(1)|2P₄ˢ(1)
X:(1/2,1/2,0)|X₁(1)|X₁(1)|X₂(1)|X₂(1)|2X₂(1)|2X₁(1)|X₄ˢ(1)|X₄ˢ(1)|X₃ˢ(1)|X₃ˢ(1)|2X₃ˢ(1)|2X₄ˢ(1)
N:(1/2,0,1/2)|N₁(1)|N₁(1)|N₁(1)|N₁(1)|2N₁(1)|2N₁(1)|N₂ˢ(1)|N₂ˢ(1)|N₂ˢ(1)|N₂ˢ(1)|2N₂ˢ(1)|2N₂ˢ(1)
Λ:(0,0,w)|Λ₁(1)|Λ₂(1)|Λ₄(1)|Λ₃(1)|Λ₁(1)⊕Λ₂(1)|Λ₃(1)⊕Λ₄(1)|Λ₈ˢ(1)|Λ₇ˢ(1)|Λ₆ˢ(1)|Λ₅ˢ(1)|Λ₇ˢ(1)⊕Λ₈ˢ(1)|Λ₅ˢ(1)⊕Λ₆ˢ(1)
W:(1/2,1/2,w)|W₁(1)|W₁(1)|W₂(1)|W₂(1)|2W₂(1)|2W₁(1)|W₄ˢ(1)|W₄ˢ(1)|W₃ˢ(1)|W₃ˢ(1)|2W₃ˢ(1)|2W₄ˢ(1)
A:(u,u,w)|A₁(1)|A₁(1)|A₁(1)|A₁(1)|2A₁(1)|2A₁(1)|A₂ˢ(1)|A₂ˢ(1)|A₂ˢ(1)|A₂ˢ(1)|2A₂ˢ(1)|2A₂ˢ(1)
B:(u,0,w)|B₁(1)|B₁(1)|B₁(1)|B₁(1)|2B₁(1)|2B₁(1)|B₂ˢ(1)|B₂ˢ(1)|B₂ˢ(1)|B₂ˢ(1)|2B₂ˢ(1)|2B₂ˢ(1)
C:(u,v,0)|C₁(1)|C₁(1)|C₁(1)|C₁(1)|2C₁(1)|2C₁(1)|C₂ˢ(1)|C₂ˢ(1)|C₂ˢ(1)|C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)
Δ:(u,u,0)|Δ₁(1)|Δ₁(1)|Δ₁(1)|Δ₁(1)|2Δ₁(1)|2Δ₁(1)|Δ₂ˢ(1)|Δ₂ˢ(1)|Δ₂ˢ(1)|Δ₂ˢ(1)|2Δ₂ˢ(1)|2Δ₂ˢ(1)
Ω:(u,v,w)|Ω₁(1)|Ω₁(1)|Ω₁(1)|Ω₁(1)|2Ω₁(1)|2Ω₁(1)|Ω₂ˢ(1)|Ω₂ˢ(1)|Ω₂ˢ(1)|Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)
Q:(1/2,v,1/2)|Q₁(1)|Q₁(1)|Q₁(1)|Q₁(1)|2Q₁(1)|2Q₁(1)|Q₂ˢ(1)|Q₂ˢ(1)|Q₂ˢ(1)|Q₂ˢ(1)|2Q₂ˢ(1)|2Q₂ˢ(1)
Σ:(u,0,0)|Σ₁(1)|Σ₁(1)|Σ₁(1)|Σ₁(1)|2Σ₁(1)|2Σ₁(1)|Σ₂ˢ(1)|Σ₂ˢ(1)|Σ₂ˢ(1)|Σ₂ˢ(1)|2Σ₂ˢ(1)|2Σ₂ˢ(1)
Y:(u,1-u,0)|Y₁(1)|Y₁(1)|Y₁(1)|Y₁(1)|2Y₁(1)|2Y₁(1)|Y₂ˢ(1)|Y₂ˢ(1)|Y₂ˢ(1)|Y₂ˢ(1)|2Y₂ˢ(1)|2Y₂ˢ(1)
