Wyckoff pos.|8a(-1)|8a(-1)|8b(-1)|8b(-1)|8c(2)|8c(2)|8d(2)|8d(2)|8e(2)|8e(2)|8a(-1)|8a(-1)|8b(-1)|8b(-1)|8c(2)|8d(2)|8e(2)
Band-Rep.|Ag↑G(4)|Aᵤ↑G(4)|Ag↑G(4)|Aᵤ↑G(4)|A↑G(4)|B↑G(4)|A↑G(4)|B↑G(4)|A↑G(4)|B↑G(4)|AgˢAgˢ↑G(8)|AᵤˢAᵤˢ↑G(8)|AgˢAgˢ↑G(8)|AᵤˢAᵤˢ↑G(8)|¹Eˢ²Eˢ↑G(8)|¹Eˢ²Eˢ↑G(8)|¹Eˢ²Eˢ↑G(8)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁⁺(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)⊕Γ₃⁺(1)⊕Γ₃⁻(1)|Γ₂⁺(1)⊕Γ₂⁻(1)⊕Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)⊕Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₂⁺(1)⊕Γ₂⁻(1)⊕Γ₃⁺(1)⊕Γ₃⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)⊕Γ₂⁺(1)⊕Γ₂⁻(1)|Γ₃⁺(1)⊕Γ₃⁻(1)⊕Γ₄⁺(1)⊕Γ₄⁻(1)|4Γ₅ˢ(2)|4Γ₆ˢ(2)|4Γ₅ˢ(2)|4Γ₆ˢ(2)|2Γ₅ˢ(2)⊕2Γ₆ˢ(2)|2Γ₅ˢ(2)⊕2Γ₆ˢ(2)|2Γ₅ˢ(2)⊕2Γ₆ˢ(2)
X:(1,1,1)|X₁⁺(1)⊕X₂⁺(1)⊕X₃⁺(1)⊕X₄⁺(1)|X₁⁻(1)⊕X₂⁻(1)⊕X₃⁻(1)⊕X₄⁻(1)|X₁⁻(1)⊕X₂⁻(1)⊕X₃⁻(1)⊕X₄⁻(1)|X₁⁺(1)⊕X₂⁺(1)⊕X₃⁺(1)⊕X₄⁺(1)|X₁⁺(1)⊕X₁⁻(1)⊕X₃⁺(1)⊕X₃⁻(1)|X₂⁺(1)⊕X₂⁻(1)⊕X₄⁺(1)⊕X₄⁻(1)|X₂⁺(1)⊕X₂⁻(1)⊕X₃⁺(1)⊕X₃⁻(1)|X₁⁺(1)⊕X₁⁻(1)⊕X₄⁺(1)⊕X₄⁻(1)|X₁⁺(1)⊕X₁⁻(1)⊕X₂⁺(1)⊕X₂⁻(1)|X₃⁺(1)⊕X₃⁻(1)⊕X₄⁺(1)⊕X₄⁻(1)|4X₅ˢ(2)|4X₆ˢ(2)|4X₆ˢ(2)|4X₅ˢ(2)|2X₅ˢ(2)⊕2X₆ˢ(2)|2X₅ˢ(2)⊕2X₆ˢ(2)|2X₅ˢ(2)⊕2X₆ˢ(2)
R:(1/2,0,1/2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₂ˢR₂ˢ(4)|2R₂ˢR₂ˢ(4)|2R₂ˢR₂ˢ(4)|2R₂ˢR₂ˢ(4)|2R₂ˢR₂ˢ(4)|2R₂ˢR₂ˢ(4)|2R₂ˢR₂ˢ(4)
S:(0,1/2,1/2)|2S₁(2)|2S₁(2)|2S₁(2)|2S₁(2)|2S₁(2)|2S₁(2)|2S₁(2)|2S₁(2)|2S₁(2)|2S₁(2)|2S₂ˢS₂ˢ(4)|2S₂ˢS₂ˢ(4)|2S₂ˢS₂ˢ(4)|2S₂ˢS₂ˢ(4)|2S₂ˢS₂ˢ(4)|2S₂ˢS₂ˢ(4)|2S₂ˢS₂ˢ(4)
T:(1/2,1/2,0)|2T₁(2)|2T₁(2)|2T₁(2)|2T₁(2)|2T₁(2)|2T₁(2)|2T₁(2)|2T₁(2)|2T₁(2)|2T₁(2)|2T₂ˢT₂ˢ(4)|2T₂ˢT₂ˢ(4)|2T₂ˢT₂ˢ(4)|2T₂ˢT₂ˢ(4)|2T₂ˢT₂ˢ(4)|2T₂ˢT₂ˢ(4)|2T₂ˢT₂ˢ(4)
W:(1/2,1/2,1/2)|W₁W₁(4)|W₁W₁(4)|W₁W₁(4)|W₁W₁(4)|W₁W₁(4)|W₁W₁(4)|W₁W₁(4)|W₁W₁(4)|W₁W₁(4)|W₁W₁(4)|W₂ˢW₂ˢ(2)⊕W₃ˢW₃ˢ(2)⊕W₄ˢW₄ˢ(2)⊕W₅ˢW₅ˢ(2)|W₂ˢW₂ˢ(2)⊕W₃ˢW₃ˢ(2)⊕W₄ˢW₄ˢ(2)⊕W₅ˢW₅ˢ(2)|W₂ˢW₂ˢ(2)⊕W₃ˢW₃ˢ(2)⊕W₄ˢW₄ˢ(2)⊕W₅ˢW₅ˢ(2)|W₂ˢW₂ˢ(2)⊕W₃ˢW₃ˢ(2)⊕W₄ˢW₄ˢ(2)⊕W₅ˢW₅ˢ(2)|W₂ˢW₂ˢ(2)⊕W₃ˢW₃ˢ(2)⊕W₄ˢW₄ˢ(2)⊕W₅ˢW₅ˢ(2)|W₂ˢW₂ˢ(2)⊕W₃ˢW₃ˢ(2)⊕W₄ˢW₄ˢ(2)⊕W₅ˢW₅ˢ(2)|W₂ˢW₂ˢ(2)⊕W₃ˢW₃ˢ(2)⊕W₄ˢW₄ˢ(2)⊕W₅ˢW₅ˢ(2)
