Wyckoff pos.|4a(222)|4a(222)|4a(222)|4a(222)|4b(-4)|4b(-4)|4c(2/m)|4c(2/m)|4c(2/m)|4c(2/m)|4d(2/m)|4d(2/m)|4d(2/m)|4d(2/m)|4e(mm2)|4e(mm2)|4e(mm2)|4e(mm2)|4a(222)|4b(-4)|4b(-4)|4c(2/m)|4c(2/m)|4d(2/m)|4d(2/m)|4e(mm2)
Band-Rep.|A↑G(4)|B₁↑G(4)|B₂↑G(4)|B₃↑G(4)|A↑G(4)|B↑G(4)|Ag↑G(4)|Aᵤ↑G(4)|Bg↑G(4)|Bᵤ↑G(4)|Ag↑G(4)|Aᵤ↑G(4)|Bg↑G(4)|Bᵤ↑G(4)|A₁↑G(4)|A₂↑G(4)|B₁↑G(4)|B₂↑G(4)|Eˢ↑G(8)|¹E₁ˢ²E₁ˢ↑G(8)|¹E₂ˢ²E₂ˢ↑G(8)|¹Egˢ²Egˢ↑G(8)|¹Eᵤˢ²Eᵤˢ↑G(8)|¹Egˢ²Egˢ↑G(8)|¹Eᵤˢ²Eᵤˢ↑G(8)|Eˢ↑G(8)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false
A:(1/2,1/2,1/2)|A₅⁺(2)⊕A₅⁻(2)|A₅⁺(2)⊕A₅⁻(2)|A₂⁺A₃⁺(2)⊕A₂⁻A₃⁻(2)|A₁⁺A₄⁺(2)⊕A₁⁻A₄⁻(2)|A₅⁺(2)⊕A₅⁻(2)|A₅⁺(2)⊕A₅⁻(2)|A₁⁺A₄⁺(2)⊕A₅⁺(2)|A₁⁻A₄⁻(2)⊕A₅⁻(2)|A₂⁺A₃⁺(2)⊕A₅⁺(2)|A₂⁻A₃⁻(2)⊕A₅⁻(2)|A₂⁻A₃⁻(2)⊕A₅⁻(2)|A₂⁺A₃⁺(2)⊕A₅⁺(2)|A₁⁻A₄⁻(2)⊕A₅⁻(2)|A₁⁺A₄⁺(2)⊕A₅⁺(2)|A₁⁺A₄⁺(2)⊕A₂⁻A₃⁻(2)|A₁⁻A₄⁻(2)⊕A₂⁺A₃⁺(2)|A₅⁺(2)⊕A₅⁻(2)|A₅⁺(2)⊕A₅⁻(2)|A₆ˢA₇ˢ(4)⊕A₈ˢA₉ˢ(4)|A₆ˢA₇ˢ(4)⊕A₈ˢA₉ˢ(4)|A₆ˢA₇ˢ(4)⊕A₈ˢA₉ˢ(4)|2A₈ˢA₉ˢ(4)|2A₆ˢA₇ˢ(4)|2A₆ˢA₇ˢ(4)|2A₈ˢA₉ˢ(4)|A₆ˢA₇ˢ(4)⊕A₈ˢA₉ˢ(4)
Γ:(0,0,0)|Γ₁⁺(1)⊕Γ₁⁻(1)⊕Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₂⁺(1)⊕Γ₂⁻(1)⊕Γ₃⁺(1)⊕Γ₃⁻(1)|Γ₅⁺(2)⊕Γ₅⁻(2)|Γ₅⁺(2)⊕Γ₅⁻(2)|Γ₁⁺(1)⊕Γ₂⁻(1)⊕Γ₃⁺(1)⊕Γ₄⁻(1)|Γ₁⁻(1)⊕Γ₂⁺(1)⊕Γ₃⁻(1)⊕Γ₄⁺(1)|Γ₁⁺(1)⊕Γ₄⁺(1)⊕Γ₅⁺(2)|Γ₁⁻(1)⊕Γ₄⁻(1)⊕Γ₅⁻(2)|Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₅⁺(2)|Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₅⁻(2)|Γ₁⁺(1)⊕Γ₄⁺(1)⊕Γ₅⁺(2)|Γ₁⁻(1)⊕Γ₄⁻(1)⊕Γ₅⁻(2)|Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₅⁺(2)|Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₅⁻(2)|Γ₁⁺(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁻(1)|Γ₅⁺(2)⊕Γ₅⁻(2)|Γ₅⁺(2)⊕Γ₅⁻(2)|Γ₆ˢ(2)⊕Γ₇ˢ(2)⊕Γ₈ˢ(2)⊕Γ₉ˢ(2)|2Γ₇ˢ(2)⊕2Γ₈ˢ(2)|2Γ₆ˢ(2)⊕2Γ₉ˢ(2)|2Γ₆ˢ(2)⊕2Γ₇ˢ(2)|2Γ₈ˢ(2)⊕2Γ₉ˢ(2)|2Γ₆ˢ(2)⊕2Γ₇ˢ(2)|2Γ₈ˢ(2)⊕2Γ₉ˢ(2)|Γ₆ˢ(2)⊕Γ₇ˢ(2)⊕Γ₈ˢ(2)⊕Γ₉ˢ(2)
M:(1/2,1/2,0)|2M₂(2)|2M₁(2)|M₃(2)⊕M₄(2)|M₃(2)⊕M₄(2)|M₁(2)⊕M₂(2)|M₁(2)⊕M₂(2)|M₂(2)⊕M₃(2)|M₂(2)⊕M₄(2)|M₁(2)⊕M₄(2)|M₁(2)⊕M₃(2)|M₂(2)⊕M₃(2)|M₂(2)⊕M₄(2)|M₁(2)⊕M₄(2)|M₁(2)⊕M₃(2)|2M₃(2)|2M₄(2)|M₁(2)⊕M₂(2)|M₁(2)⊕M₂(2)|2M₅ˢ(4)|2M₅ˢ(4)|2M₅ˢ(4)|2M₅ˢ(4)|2M₅ˢ(4)|2M₅ˢ(4)|2M₅ˢ(4)|2M₅ˢ(4)
Z:(0,0,1/2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|2Z₄(2)|2Z₃(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₃(2)|Z₂(2)⊕Z₃(2)|Z₂(2)⊕Z₄(2)|Z₁(2)⊕Z₄(2)|Z₁(2)⊕Z₄(2)|Z₂(2)⊕Z₄(2)|Z₂(2)⊕Z₃(2)|Z₁(2)⊕Z₃(2)|2Z₁(2)|2Z₂(2)|Z₃(2)⊕Z₄(2)|Z₃(2)⊕Z₄(2)|2Z₅ˢ(4)|2Z₅ˢ(4)|2Z₅ˢ(4)|2Z₅ˢ(4)|2Z₅ˢ(4)|2Z₅ˢ(4)|2Z₅ˢ(4)|2Z₅ˢ(4)
R:(0,1/2,1/2)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₃ˢR₃ˢ(4)⊕R₄ˢR₄ˢ(4)|R₃ˢR₃ˢ(4)⊕R₄ˢR₄ˢ(4)|R₃ˢR₃ˢ(4)⊕R₄ˢR₄ˢ(4)|R₃ˢR₃ˢ(4)⊕R₄ˢR₄ˢ(4)|R₃ˢR₃ˢ(4)⊕R₄ˢR₄ˢ(4)|R₃ˢR₃ˢ(4)⊕R₄ˢR₄ˢ(4)|R₃ˢR₃ˢ(4)⊕R₄ˢR₄ˢ(4)|R₃ˢR₃ˢ(4)⊕R₄ˢR₄ˢ(4)
X:(0,1/2,0)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)
