Wyckoff pos.|2c(m)|2c(m)|2b(2)|2b(2)|2a(2)|2a(2)
Band-Rep.|A′↑G(2)|A′′↑G(2)|A↑G(2)|B↑G(2)|A↑G(2)|B↑G(2)
Decomposable|false|false|false|false|false|false
Δ:(0.0,α)|2Δ₂|2Δ₁|Δ₁⊕Δ₂|Δ₁⊕Δ₂|Δ₁⊕Δ₂|Δ₁⊕Δ₂
S:(0.5,0.5)|S₁|S₁|S₁|S₁|S₁|S₁
X:(0.5,0.0)|X₁|X₁|X₁|X₁|X₁|X₁
C:(α,0.5)|C₁⊕C₂|C₁⊕C₂|C₁⊕C₂|C₁⊕C₂|C₁⊕C₂|C₁⊕C₂
Σ:(α,0.0)|Σ₁⊕Σ₂|Σ₁⊕Σ₂|Σ₁⊕Σ₂|Σ₁⊕Σ₂|Σ₁⊕Σ₂|Σ₁⊕Σ₂
Γ:(0.0,0.5)|Γ₁⊕Γ₃|Γ₂⊕Γ₄|Γ₃⊕Γ₄|Γ₁⊕Γ₂|Γ₁⊕Γ₂|Γ₃⊕Γ₄
D:(0.5,α)|D₁D₂|D₁D₂|D₁D₂|D₁D₂|D₁D₂|D₁D₂
Ω:(α,β)|2Ω₁|2Ω₁|2Ω₁|2Ω₁|2Ω₁|2Ω₁
