Wyckoff pos.|3a(1)|3a(1)
Band-Rep.|A↑G(3)|Aˢ↑G(3)
Decomposable|false|false
A:(0,0,1/2)|A₁(1)⊕A₂(1)⊕A₃(1)|A₄ˢ(1)⊕A₅ˢ(1)⊕A₆ˢ(1)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₃(1)|Γ₄ˢ(1)⊕Γ₅ˢ(1)⊕Γ₆ˢ(1)
H:(1/3,1/3,1/2)|H₁(1)⊕H₂(1)⊕H₃(1)|H₄ˢ(1)⊕H₅ˢ(1)⊕H₆ˢ(1)
HA:(-1/3,-1/3,-1/2)|HA₁(1)⊕HA₂(1)⊕HA₃(1)|HA₄ˢ(1)⊕HA₅ˢ(1)⊕HA₆ˢ(1)
K:(1/3,1/3,0)|K₁(1)⊕K₂(1)⊕K₃(1)|K₄ˢ(1)⊕K₅ˢ(1)⊕K₆ˢ(1)
KA:(-1/3,-1/3,0)|KA₁(1)⊕KA₂(1)⊕KA₃(1)|KA₄ˢ(1)⊕KA₅ˢ(1)⊕KA₆ˢ(1)
L:(1/2,0,1/2)|3L₁(1)|3L₂ˢ(1)
M:(1/2,0,0)|3M₁(1)|3M₂ˢ(1)
