Wyckoff pos.|4a(2)|4a(2)|4a(2)
Band-Rep.|A↑G(2)|B↑G(2)|¹Eˢ²Eˢ↑G(4)
Decomposable|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|Γ₃Γ₄(2)|Γ₅ˢΓ₇ˢ(2)⊕Γ₆ˢΓ₈ˢ(2)
M:(1,1,1)|M₁M₂(2)|M₃(1)⊕M₄(1)|M₅ˢM₇ˢ(2)⊕M₆ˢM₈ˢ(2)
P:(1/2,1/2,1/2)|P₁P₂(2)|P₁P₂(2)|P₃ˢP₃ˢ(2)⊕2P₄ˢ(1)
X:(1/2,1/2,0)|X₁(1)⊕X₂(1)|X₁(1)⊕X₂(1)|2X₃ˢX₄ˢ(2)
N:(1/2,0,1/2)|2N₁(1)|2N₁(1)|2N₂ˢN₂ˢ(2)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)|Λ₃(1)⊕Λ₄(1)|Λ₅ˢ(1)⊕Λ₆ˢ(1)⊕Λ₇ˢ(1)⊕Λ₈ˢ(1)
W:(1/2,1/2,w)|W₁(1)⊕W₂(1)|W₁(1)⊕W₂(1)|2W₃ˢ(1)⊕2W₄ˢ(1)
A:(u,u,w)|2A₁(1)|2A₁(1)|4A₂ˢ(1)
B:(u,0,w)|2B₁(1)|2B₁(1)|4B₂ˢ(1)
C:(u,v,0)|2C₁(1)|2C₁(1)|4C₂ˢ(1)
Δ:(u,u,0)|2Δ₁(1)|2Δ₁(1)|4Δ₂ˢ(1)
Ω:(u,v,w)|2Ω₁(1)|2Ω₁(1)|4Ω₂ˢ(1)
Q:(1/2,v,1/2)|2Q₁(1)|2Q₁(1)|4Q₂ˢ(1)
Σ:(u,0,0)|2Σ₁(1)|2Σ₁(1)|4Σ₂ˢ(1)
Y:(u,1-u,0)|2Y₁(1)|2Y₁(1)|4Y₂ˢ(1)
