Wyckoff pos.|2a(2)|2a(2)|2b(2)|2b(2)|2a(2)|2b(2)
Band-Rep.|A↑G(2)|B↑G(2)|A↑G(2)|B↑G(2)|¹Eˢ²Eˢ↑G(4)|¹Eˢ²Eˢ↑G(4)
Decomposable|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|Γ₃(1)⊕Γ₄(1)|Γ₁(1)⊕Γ₂(1)|Γ₃(1)⊕Γ₄(1)|2Γ₅ˢ(2)|2Γ₅ˢ(2)
R:(1/2,1/2,1/2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₂ˢR₅ˢ(2)⊕R₃ˢR₄ˢ(2)|R₂ˢR₅ˢ(2)⊕R₃ˢR₄ˢ(2)
S:(1/2,1/2,0)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₂ˢS₃ˢ(2)⊕S₄ˢS₅ˢ(2)|S₂ˢS₃ˢ(2)⊕S₄ˢS₅ˢ(2)
T:(0,1/2,1/2)|T₁(2)|T₁(2)|T₁(2)|T₁(2)|T₂ˢT₅ˢ(2)⊕T₃ˢT₄ˢ(2)|T₂ˢT₅ˢ(2)⊕T₃ˢT₄ˢ(2)
U:(1/2,0,1/2)|U₁U₂(2)|U₃U₄(2)|U₃U₄(2)|U₁U₂(2)|U₅ˢU₅ˢ(4)|U₅ˢU₅ˢ(4)
X:(1/2,0,0)|X₁(1)⊕X₂(1)|X₃(1)⊕X₄(1)|X₃(1)⊕X₄(1)|X₁(1)⊕X₂(1)|2X₅ˢ(2)|2X₅ˢ(2)
Y:(0,1/2,0)|Y₁(2)|Y₁(2)|Y₁(2)|Y₁(2)|Y₂ˢY₃ˢ(2)⊕Y₄ˢY₅ˢ(2)|Y₂ˢY₃ˢ(2)⊕Y₄ˢY₅ˢ(2)
Z:(0,0,1/2)|Z₁Z₂(2)|Z₃Z₄(2)|Z₁Z₂(2)|Z₃Z₄(2)|Z₅ˢZ₅ˢ(4)|Z₅ˢZ₅ˢ(4)
G:(1/2,0,w)|G₁(1)⊕G₂(1)|G₃(1)⊕G₄(1)|G₃(1)⊕G₄(1)|G₁(1)⊕G₂(1)|2G₅ˢ(2)|2G₅ˢ(2)
H:(0,1/2,w)|H₁(2)|H₁(2)|H₁(2)|H₁(2)|H₂ˢ(1)⊕H₃ˢ(1)⊕H₄ˢ(1)⊕H₅ˢ(1)|H₂ˢ(1)⊕H₃ˢ(1)⊕H₄ˢ(1)⊕H₅ˢ(1)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)|Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)|Λ₃(1)⊕Λ₄(1)|2Λ₅ˢ(2)|2Λ₅ˢ(2)
Q:(1/2,1/2,w)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₂ˢ(1)⊕Q₃ˢ(1)⊕Q₄ˢ(1)⊕Q₅ˢ(1)|Q₂ˢ(1)⊕Q₃ˢ(1)⊕Q₄ˢ(1)⊕Q₅ˢ(1)
A:(u,0,1/2)|A₁A₂(2)|A₁A₂(2)|A₁A₂(2)|A₁A₂(2)|2A₃ˢA₄ˢ(2)|2A₃ˢA₄ˢ(2)
B:(0,v,1/2)|B₁B₂(2)|B₁B₂(2)|B₁B₂(2)|B₁B₂(2)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)
C:(u,1/2,0)|C₁C₂(2)|C₁C₂(2)|C₁C₂(2)|C₁C₂(2)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)
D:(1/2,v,0)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|2D₃ˢ(1)⊕2D₄ˢ(1)|2D₃ˢ(1)⊕2D₄ˢ(1)
Δ:(0,v,0)|Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₂(1)|2Δ₃ˢ(1)⊕2Δ₄ˢ(1)|2Δ₃ˢ(1)⊕2Δ₄ˢ(1)
E:(u,1/2,1/2)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|2E₃ˢ(1)⊕2E₄ˢ(1)|2E₃ˢ(1)⊕2E₄ˢ(1)
K:(0,v,w)|K₁(1)⊕K₂(1)|K₁(1)⊕K₂(1)|K₁(1)⊕K₂(1)|K₁(1)⊕K₂(1)|2K₃ˢ(1)⊕2K₄ˢ(1)|2K₃ˢ(1)⊕2K₄ˢ(1)
L:(1/2,v,w)|L₁(1)⊕L₂(1)|L₁(1)⊕L₂(1)|L₁(1)⊕L₂(1)|L₁(1)⊕L₂(1)|2L₃ˢ(1)⊕2L₄ˢ(1)|2L₃ˢ(1)⊕2L₄ˢ(1)
M:(u,0,w)|M₁(1)⊕M₂(1)|M₁(1)⊕M₂(1)|M₁(1)⊕M₂(1)|M₁(1)⊕M₂(1)|2M₃ˢ(1)⊕2M₄ˢ(1)|2M₃ˢ(1)⊕2M₄ˢ(1)
N:(u,1/2,w)|N₁(1)⊕N₂(1)|N₁(1)⊕N₂(1)|N₁(1)⊕N₂(1)|N₁(1)⊕N₂(1)|2N₃ˢ(1)⊕2N₄ˢ(1)|2N₃ˢ(1)⊕2N₄ˢ(1)
P:(1/2,v,1/2)|P₁P₂(2)|P₁P₂(2)|P₁P₂(2)|P₁P₂(2)|2P₃ˢP₄ˢ(2)|2P₃ˢP₄ˢ(2)
Σ:(u,0,0)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|2Σ₃ˢ(1)⊕2Σ₄ˢ(1)|2Σ₃ˢ(1)⊕2Σ₄ˢ(1)
Ω:(u,v,w)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)
V:(u,v,0)|2V₁(1)|2V₁(1)|2V₁(1)|2V₁(1)|4V₂ˢ(1)|4V₂ˢ(1)
W:(u,v,1/2)|2W₁(1)|2W₁(1)|2W₁(1)|2W₁(1)|4W₂ˢ(1)|4W₂ˢ(1)
